filename,0.001bar,0.002bar,0.005bar,0.01bar,0.02bar,0.05bar,0.1bar,0.2bar,0.5bar,1bar,LCD,Density_g_cm3,SA_m2_g,AV_cm3_g,Henry
ABAYOU_clean,0.000358478,0.000779691,0.001711734,0.003602708,0.006622888,0.01793288,0.033679043,0.068594836,0.162193538,0.304545299,11.27344,0.97925508,1922.335,0.677854,3.41436E-06
ABEXEM_clean,0.000208927,0.000420838,0.001044633,0.002101204,0.004199423,0.010470202,0.021486597,0.042238967,0.104290135,0.195208975,4.82084,1.760817692,552.20754,0.280551,2.14481E-06
ABEXUC_clean,0.000207743,0.00036845,0.000954443,0.002026476,0.004058832,0.010044189,0.02031572,0.039514329,0.095260068,0.184019341,4.74458,1.848143794,493.65957,0.263185,2.00001E-06
ABEYAJ_clean,0.000213843,0.000344846,0.000963256,0.001808995,0.003824127,0.009070019,0.018717991,0.037285715,0.092106542,0.171652225,4.73097,1.906405296,482.25647,0.245593,1.90108E-06
ABEYIR_clean,0.000194711,0.000355395,0.000863913,0.00169758,0.003463215,0.008792255,0.017334977,0.034664282,0.084107719,0.16228147,4.69665,1.969622886,448.69707,0.235578,1.75201E-06
ABIYIV_clean,0.000198826,0.000469754,0.00122136,0.002302886,0.005016534,0.012202675,0.023572902,0.048026319,0.112277716,0.211865525,4.33176,1.346606671,418.836,0.331055,2.44509E-06
acs.cgd.6b00463_OLOMUZ1451936_clean,0.000170482,0.00032861,0.000968536,0.002054433,0.003869202,0.009249271,0.019016165,0.037303457,0.091331453,0.182173697,10.32513,1.076084996,1812.15,0.616853,1.88871E-06
acs.inorgchem.6b00894_ic6b00894_si_003_clean,0.000349397,0.000721482,0.001739726,0.003655511,0.007090493,0.018219473,0.035628526,0.067771249,0.158727949,0.280596767,5.39452,1.360622148,365.232,0.352194,3.62335E-06
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.000867654,0.00158137,0.004632155,0.008648556,0.015925657,0.040723781,0.080985746,0.154526458,0.379808736,0.716332711,6.24791,1.121849289,1441.52,0.500411,8.14968E-06
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.000206498,0.00022786,0.000818871,0.001680466,0.003026263,0.007006688,0.014113065,0.028418386,0.070558202,0.13796197,6.09101,1.351558909,1105.59,0.44408,1.43620E-06
acscombsci.5b00188_3001288_clean,0.00039975,0.00039975,0.001758901,0.003757652,0.006875703,0.018108683,0.03529794,0.072154905,0.168134919,0.345184267,29.41365,0.156123924,5644.76,6.00933,3.46894E-06
acscombsci.5b00188_5020072_clean,0.000222156,0.000518363,0.001101521,0.002374287,0.004716176,0.012611952,0.024719425,0.049573069,0.123129673,0.243551827,14.46967,0.42958049,4497.16,1.91436,2.46334E-06
acscombsci.5b00188_5024922_clean,0.000219555,0.000439109,0.001756437,0.002561471,0.004098354,0.011709583,0.025834267,0.052180828,0.134001538,0.272613725,20.5205,0.294992995,4757.71,3.00541,2.65838E-06
acscombsci.5b00188_5040209_clean,0.000531474,0.00088579,0.00265737,0.004946797,0.010125263,0.025919582,0.051239553,0.101920376,0.241997867,0.460474598,7.3732,1.04629853,1767.06,0.588923,5.27273E-06
ADASEF_clean,0.000217968,0.000464367,0.001658455,0.002748297,0.005970438,0.014945048,0.029169852,0.059334777,0.147043347,0.29823757,21.62414,0.435606806,4179.02,1.94258,2.96872E-06
ADASIJ_clean,0.000325395,0.000562046,0.001553022,0.003579346,0.006907251,0.018251707,0.034196068,0.067282834,0.164723878,0.329640035,18.23438,0.629250607,3491.36,1.21573,3.33857E-06
ADATUW_clean,0.000309953,0.000588911,0.001425784,0.002929056,0.005703136,0.014629783,0.030607862,0.063555869,0.157037702,0.307690372,10.34629,0.640612721,3624.84,1.13953,3.06971E-06
ADAVAE_clean,0.000232465,0.000712892,0.00158076,0.003409483,0.00640053,0.016086562,0.034404786,0.06809668,0.169466818,0.334811262,10.21446,0.655338004,3557.22,1.11423,3.42591E-06
ADEGIA01_clean,0.000862981,0.001602023,0.003970631,0.008000936,0.015437262,0.038329211,0.074234731,0.148565858,0.334827462,0.613285736,4.82721,1.601425022,426.648,0.311098,7.86384E-06
ADEGIA_clean,0.001767275,0.003451924,0.008519643,0.016373688,0.033977583,0.082157631,0.166784856,0.307189117,0.684050181,1.07100537,4.84442,1.596728566,445.108,0.313266,1.76365E-05
ADOBAX_charged,0.00016814,0.00035623,0.001071539,0.002068982,0.00405532,0.010128325,0.019851972,0.039587101,0.095720361,0.183184742,5.54673,1.637956975,474.098,0.285476,1.99862E-06
ADOBEB_charged,0.000190939,0.000393278,0.000971795,0.002063283,0.004371652,0.010262267,0.02095201,0.041279905,0.099413751,0.189693772,5.50949,1.637956975,473.931,0.285232,2.10412E-06
ADOBOL_charged,0.000176049,0.000329381,0.000911477,0.001644066,0.003444305,0.008776872,0.017045475,0.03392342,0.081496282,0.154493961,5.48974,1.716162478,334.359,0.264542,1.74034E-06
AFEDIA_clean,1.10124E-05,1.10124E-05,2.20249E-05,5.50622E-05,6.97454E-05,0.000143162,0.000385435,0.000869982,0.00185743,0.004151687,3.38958,1.708873431,0.485928,0.219677,3.86759E-08
AFITEP_clean,0.000951987,0.001987595,0.005126579,0.010581207,0.02106593,0.050937739,0.102563739,0.19865654,0.476636756,0.871479815,4.64022,1.069261636,1422.49,0.492105,1.04276E-05
AFIXAO_clean,0.000207177,0.000595633,0.001415706,0.002719192,0.00593906,0.014657739,0.028754375,0.056265691,0.137219918,0.259885685,6.3306,1.122230683,1176.44,0.508096,2.87185E-06
AFOVIB_clean,0.000644036,0.000974105,0.00248759,0.005128138,0.009692744,0.025568235,0.049325118,0.101757711,0.240764862,0.45204897,8.79334,1.094804495,1513.94,0.557543,5.03342E-06
AFOYEB_clean,0.000104553,0.000304154,0.000643951,0.001349684,0.002535409,0.006672379,0.012764965,0.025603593,0.060493388,0.116505257,5.92566,1.68224208,348.21,0.240988,1.30305E-06
AFUPEX_clean,0.000446896,0.000982432,0.002360052,0.00476073,0.009384806,0.023877518,0.047418941,0.09292842,0.231063463,0.456199097,5.43312,1.386410076,1590.39,0.443303,4.88142E-06
AHAMAY_clean,0.000200928,0.000339805,0.000989867,0.002077243,0.003844228,0.009366798,0.019283193,0.039195763,0.089646458,0.161230066,4.44036,2.24980797,222.279,0.178228,1.95717E-06
AHEQAH_clean,0.000408983,0.001028653,0.002608814,0.004690907,0.009753617,0.027160167,0.048278544,0.099519114,0.239725805,0.501989033,9.26829,0.759287259,3181.91,0.941146,4.95262E-06
AHOJUC_clean,4.4327E-06,2.21635E-05,8.8654E-06,5.31924E-05,0.000110817,0.000288125,0.000514193,0.000957463,0.002442416,0.004689794,3.58211,2.049246894,49.9709,0.206514,4.97741E-08
AHOKAJ_clean,0.000004331,0.000004331,4.33102E-05,4.76413E-05,9.96136E-05,0.000207889,0.000389792,0.00080124,0.001979278,0.00350813,3.61285,2.088483507,40.0121,0.200145,3.65058E-08
AHOKIR01_clean,0.000529267,0.001058535,0.002605623,0.005463667,0.010532418,0.027525969,0.053264642,0.103610172,0.246968315,0.44859064,4.30721,1.927011916,463.167,0.252619,5.35037E-06
AHUTIH_clean,8.07444E-05,0.000170988,0.000455968,0.000740948,0.001584015,0.004253329,0.007585222,0.015274937,0.039199023,0.078105941,4.19485,2.048645847,220.525,0.214385,7.81530E-07
AJIGIL_clean,0.000158731,0.000405181,0.00088555,0.001821225,0.003964089,0.009273211,0.018613257,0.036867281,0.09144556,0.177836802,6.71352,1.089878778,914.419,0.443902,1.87340E-06
AJINOY_clean,2.52515E-05,5.05029E-05,0.000136358,0.000202012,0.000494929,0.001237322,0.002025167,0.004318,0.011075292,0.0224233,3.72125,1.440350254,39.4368,0.258687,2.24011E-07
AJOXAA_clean,0.000349439,0.000683231,0.001880189,0.003588266,0.007309526,0.018353352,0.036589356,0.073442094,0.172771334,0.339659581,6.60857,1.529111706,902.948,0.357587,3.71124E-06
AKEDIF_clean,0.000744338,0.001517867,0.003998995,0.007672037,0.015091096,0.037703415,0.076516041,0.151757463,0.367698302,0.690045477,5.94406,0.925833177,1808.02,0.629475,7.66136E-06
ALAHUS_clean,0.000534011,0.000957455,0.00235247,0.004695529,0.009035836,0.023251809,0.044480495,0.09257203,0.225540668,0.424806602,7.1812,1.366044213,1122.76,0.41902,4.43263E-06
ALALUU_clean,0.000265482,0.000530964,0.001719311,0.00310045,0.006381047,0.014339184,0.026823155,0.045770346,0.134131575,0.226392861,3.42062,2.035922384,2.08314,0.230362,2.58424E-06
ALAMUW_clean,0.000337108,0.000711673,0.001929009,0.003907961,0.006898238,0.018934258,0.037100657,0.072621899,0.181863764,0.356835533,11.92678,0.64996981,3766.22,1.17082,3.68872E-06
ALEJAE_clean,0.000422074,0.001012978,0.001646089,0.00318666,0.007470714,0.017431665,0.034884434,0.068629267,0.172839391,0.348844338,19.86541,0.274675019,5195.22,3.25548,3.48721E-06
ALEJIM_clean,0.000394489,0.000648566,0.00206605,0.003430044,0.007007186,0.017370868,0.034801911,0.070800661,0.17241823,0.341011927,18.20917,0.592056153,3730.3,1.32247,3.49492E-06
ALEQIT_clean,0.000411423,0.000843417,0.001940544,0.004049086,0.008077601,0.018143747,0.037302336,0.073552115,0.170339335,0.301079223,5.78407,1.905527798,355.702,0.227759,3.80773E-06
ALIXAU_clean_h,0.000155636,0.000311271,0.000715182,0.001448892,0.003064537,0.007340807,0.014207297,0.02796251,0.070992017,0.143088305,6.17139,1.432617504,477.47967,0.329886,1.45605E-06
ALIXUP_clean,6.63841E-05,0.000125392,0.000361425,0.000748665,0.001268674,0.003510983,0.006726925,0.013487042,0.033354335,0.064883107,6.38387,1.338648859,1021.37,0.410264,6.72581E-07
ALOLIX_charged,0.000221924,0.000569283,0.00143768,0.002740276,0.005702475,0.013469805,0.026389625,0.055789693,0.137505864,0.2655462,9.32283,0.94056975,1979.4,0.701703,2.74176E-06
ALOLIY_clean,0.000223654,0.000409458,0.001090742,0.002095463,0.004111788,0.010522047,0.020927106,0.039841328,0.099322893,0.196178713,6.86569,1.191687935,832.898,0.450621,2.09254E-06
ALONEV_clean,7.83323E-05,0.000187127,0.000430827,0.000783323,0.00162757,0.004464939,0.00871664,0.016841436,0.042678026,0.082858124,5.59976,1.491523329,1107.49,0.382821,8.68181E-07
ALUKIC_clean,0.000368696,0.000737391,0.001901086,0.003133912,0.00663652,0.016718038,0.033850859,0.06619237,0.165567337,0.332540326,8.54387,0.566919599,5085.74,1.39949,3.36482E-06
AMAFOK_clean,0.000369951,0.000881157,0.001816124,0.004291435,0.008609775,0.021046864,0.04117894,0.079425175,0.186576515,0.339971765,6.60314,1.492488288,583.026,0.294274,4.16599E-06
AMAGAX_clean,0.000443942,0.000739903,0.001688323,0.003840767,0.007547006,0.018295772,0.036362847,0.072597892,0.168220206,0.319133419,6.93247,1.459159933,658.174,0.315113,3.70079E-06
AMALND_clean,0.001033593,0.002028249,0.005267077,0.009716483,0.019546236,0.049311592,0.098601946,0.188152873,0.445167114,0.800411632,3.73865,1.875922957,131.988,0.265791,8.98953E-06
AMILOY_clean,0.00048259,0.000795379,0.002368263,0.004709716,0.008722358,0.021466295,0.042119338,0.085042991,0.20354552,0.377054314,11.03089,1.007434412,1249.73,0.60032,4.44353E-06
AMOFAK_clean,0.000419435,0.000612148,0.00161539,0.003174099,0.006654272,0.016732036,0.033163666,0.067160533,0.167172989,0.335326548,8.38842,0.577283552,5054.09,1.35185,3.37177E-06
ANEHEI_clean,0.000413454,0.000907303,0.002044302,0.00415177,0.007930283,0.021068942,0.042258476,0.085481678,0.204280881,0.378224553,6.80985,1.239909248,1062.12,0.442274,4.29066E-06
ANOMUM_clean,0.000423926,0.001045296,0.002067364,0.004105692,0.008188155,0.021062723,0.041684098,0.085011635,0.20468646,0.404024486,7.28969,0.833729519,2990.19,0.833844,4.19342E-06
ANONAT_manual,0.000423926,0.000731708,0.001823462,0.003914054,0.007688736,0.018728227,0.037555177,0.073873421,0.185603993,0.37313017,7.80429,0.800822719,2885.95,0.86511,3.76795E-06
APARAM_clean,0.000651648,0.001313071,0.003114878,0.005897414,0.012798367,0.031236747,0.061561187,0.11550135,0.257896214,0.458760195,12.00094,0.965461309,1165.257,0.623124,6.22175E-06
APAYOH_clean,0.00070552,0.001465311,0.003738654,0.00756173,0.015039039,0.03844181,0.075743933,0.150100945,0.359911819,0.66700007,6.13125,1.111465387,1967.56,0.546846,7.70491E-06
APEBEE_clean,0.000743302,0.001378797,0.003342021,0.006394665,0.013084382,0.032342141,0.064088506,0.124460502,0.292980079,0.547626209,5.40727,1.310415274,910.333,0.391481,6.47702E-06
AQAJEI_clean,0.000548264,0.001199107,0.00280499,0.005751467,0.011262406,0.027657271,0.055852195,0.110013614,0.260443135,0.4961967,6.90366,1.107204342,1011.87,0.496013,5.63470E-06
AQMAND_clean,0.000173445,0.000449542,0.000941561,0.002056567,0.004329056,0.011599604,0.021071848,0.039499537,0.112144847,0.18486449,3.37168,2.059122995,1.03691,0.220289,2.12830E-06
AQODOA_clean,5.3256E-06,0.000138465,0.000138465,0.000223674,0.000559184,0.001432576,0.003056871,0.005890069,0.014229896,0.031229083,3.45952,1.869193942,8.6572,0.187672,3.05044E-07
AQOLID_clean,0.000390795,0.000801269,0.00196803,0.003978232,0.007863684,0.019438511,0.03816853,0.075563906,0.184918882,0.353742093,15.46142,1.15974977,1396.358,0.559948,3.86562E-06
AQOMAW_clean,0.000352791,0.000879263,0.002146597,0.004203639,0.008089766,0.019997814,0.039794808,0.077415882,0.192257446,0.365982518,15.65949,1.144791248,1473.803,0.566042,4.08937E-06
AQUCOG_clean,0.000160521,0.000365632,0.001150404,0.002077861,0.004155721,0.010772771,0.020118685,0.041690981,0.09970164,0.200464505,11.41407,1.199710204,1314.22,0.549134,2.03289E-06
AQUDAS_clean,0.000179755,0.000409675,0.001057631,0.002127802,0.004309949,0.009965974,0.020320721,0.040252668,0.097983413,0.201217355,9.38408,1.039580202,1887.52,0.649493,2.02359E-06
AQUDEX_clean,0.000273,0.000626889,0.001223445,0.002568223,0.005171835,0.013589337,0.027209007,0.051394791,0.133229089,0.251235896,4.02336,1.647940678,148.77,0.239936,2.68142E-06
ARAFIJ_clean,0.000343751,0.000891485,0.001888739,0.004113674,0.008027142,0.01931047,0.03806565,0.077910493,0.194872558,0.378741321,7.45121,0.945343512,1847.59,0.691601,3.94194E-06
ARAFOP_clean,0.000438188,0.001080359,0.002160718,0.004517864,0.008937514,0.021939595,0.043735645,0.087796154,0.209272306,0.387954591,5.6675,1.168802575,1151.25,0.487165,4.40057E-06
ARAHIM02_clean,1.32348E-05,5.29392E-05,9.26437E-05,0.000185287,0.000360649,0.000909893,0.001885961,0.003722291,0.009138638,0.019584213,3.63862,1.789042311,23.5219,0.237111,1.90352E-07
ARINUL_clean,0.000532287,0.001073252,0.002430004,0.004758757,0.009986159,0.024621146,0.048464112,0.095776864,0.229082823,0.431985247,4.74057,1.125468486,544.15,0.439995,4.91367E-06
AROFAP_clean,0.000791176,0.001642064,0.004184775,0.008334718,0.016550014,0.042415009,0.084854897,0.161380052,0.380739887,0.705774,6.18036,1.16998223,1222.5,0.491464,8.41192E-06
AROFET_clean,0.00041798,0.000701609,0.002097364,0.003828995,0.00733704,0.019376354,0.038095883,0.07553494,0.183187158,0.358776039,8.28593,0.856172564,2601.62,0.804049,3.76742E-06
ARUCOH01_clean,0.0009932,0.002111373,0.005301453,0.010773921,0.021133461,0.051810854,0.100306655,0.194193684,0.442526651,0.763547412,5.60074,1.167531425,659.228,0.422944,1.05393E-05
ARUJED_clean,0.000168519,0.000309857,0.000880646,0.001761292,0.003484531,0.008447678,0.01648765,0.034611563,0.080666087,0.162723812,4.17005,1.286313729,177.214,0.339886,1.71854E-06
ARUYOB_clean,0.00019778,0.000399596,0.000992936,0.001989909,0.003761857,0.010159435,0.019556003,0.038167506,0.093735617,0.187600397,4.66265,1.724371266,680.429,0.339698,1.95006E-06
ARUYUH01_clean,0.000201816,0.000435923,0.001097881,0.002228052,0.004278506,0.010906155,0.021669693,0.042475612,0.106787752,0.206904802,4.94052,1.675068643,898.154,0.363784,2.17414E-06
ARUYUH_clean,0.000156071,0.000287925,0.000756139,0.001471914,0.003091826,0.007978473,0.015733602,0.031502185,0.078240159,0.150998985,4.6223,1.679281458,774.446,0.352987,1.58336E-06
ASALIP_clean,0.000167152,0.000334304,0.000795102,0.001558581,0.003062951,0.007729659,0.016520961,0.031948656,0.075381118,0.159327657,4.03121,1.499773763,119.302,0.308433,1.57657E-06
ASEJOZ_clean,0.000242332,0.000512023,0.001371909,0.002689099,0.005214037,0.013351687,0.025988106,0.052132555,0.124273097,0.228913429,4.13262,1.756574495,327.784,0.28499,2.60622E-06
ASINIB_clean,0.000355698,0.000772591,0.001736418,0.003675545,0.007037464,0.01726091,0.035126124,0.067704993,0.173041293,0.34007397,12.40052,0.666064885,2773.85,1.07047,3.48638E-06
ASIVAB_clean,0.000359316,0.000598859,0.001430608,0.003027566,0.006354562,0.015011404,0.030262352,0.060231929,0.154711952,0.298371623,12.32132,0.538243304,4325.4,1.47703,3.08805E-06
ASOVEL_clean,0.000441412,0.001049069,0.002694331,0.004993111,0.009991954,0.024226046,0.049197332,0.098669831,0.233644334,0.447430878,5.72633,1.033789391,918.849,0.478821,5.04439E-06
ASOYOY_clean,0.000448347,0.00084756,0.00208819,0.004366774,0.00842032,0.020713004,0.041266322,0.083398629,0.206055231,0.396135808,9.52144,0.82868123,2557.99,0.820103,4.25038E-06
ASUJIJ_clean,0.000383245,0.000650625,0.002088537,0.003808683,0.007976844,0.019869322,0.039934723,0.079738726,0.189985536,0.357549754,4.5403,1.405152308,414.621,0.338317,4.05535E-06
ATAYAX_clean,0.000485751,0.000831665,0.002075483,0.004173045,0.008117934,0.020651788,0.040390952,0.080259352,0.197178204,0.395975578,10.41989,0.78183232,3072.5,0.91858,4.05736E-06
ATEYOP_clean,0.000530164,0.001063934,0.00273377,0.005413441,0.011064914,0.027582942,0.054307523,0.107965866,0.270827125,0.517919503,10.52737,0.722386473,3319.23,1.02992,5.39862E-06
ATIBIO_clean,1.79249E-05,9.26118E-05,0.000182236,0.000361485,0.000818569,0.001974722,0.00359991,0.007576242,0.018450658,0.036136522,4.28706,1.731397498,186.609,0.228717,3.73855E-07
ATIRUS_clean,0.000222578,0.000604741,0.0010289,0.00216699,0.004947121,0.011779859,0.023442129,0.047241224,0.111734377,0.214960377,4.46122,2.049674612,159.946,0.207544,2.19894E-06
ATIXUX_clean,0.000442294,0.000908496,0.00221944,0.004287464,0.008782128,0.02163655,0.042994176,0.085350812,0.205599028,0.379831036,4.75983,1.550496166,609.07278,0.324673,4.39164E-06
ATUXOE_clean,0.000292518,0.00046572,0.001374067,0.00258263,0.005088281,0.012435882,0.024644678,0.049997558,0.119282088,0.230685422,4.28881,1.711753431,123.705,0.226318,2.57755E-06
ATUYAR_clean,0.000417777,0.000835555,0.002216541,0.00452592,0.008552829,0.022447792,0.042706121,0.083806894,0.199183049,0.367709757,4.18124,1.749673874,102.953,0.21604,4.23761E-06
AVAGIP_clean,0.000229675,0.000436382,0.001106266,0.002224016,0.004696846,0.011326786,0.022756926,0.044484144,0.111817085,0.214489292,4.84155,1.404490351,569.206,0.325955,2.30034E-06
AVAGUB_clean,0.0001646,0.000377049,0.000888075,0.00188716,0.00373604,0.008968794,0.018008404,0.035681865,0.088290749,0.172504773,4.77305,1.337876038,841.477,0.361768,1.79307E-06
AVAKAL_clean,0.000340291,0.000698493,0.001898467,0.003976035,0.007307308,0.019217503,0.038058894,0.077407313,0.192461589,0.38782461,26.25291,0.207414827,6072.13,4.40181,3.87433E-06
AVALEO_clean,0,0,9.2206E-06,4.6103E-06,9.2206E-06,5.07135E-05,0.00014753,0.000230516,0.000608563,0.001129529,3.5827,1.45932144,8.94432,0.283282,1.15553E-08
AVAQIX01_clean,0.000968306,0.001835839,0.004228125,0.009113471,0.017793177,0.045015291,0.090310996,0.175254683,0.407823462,0.72578722,5.36267,1.327974243,790.108,0.402873,9.10966E-06
AVEHAM_clean,0.000292649,0.000600701,0.001601869,0.003303855,0.006469088,0.016981355,0.031559906,0.065206863,0.150521806,0.275228871,4.51878,1.209924642,434.955,0.388785,3.27783E-06
AVEMAQ_clean,0.000390634,0.000876545,0.001886477,0.003763425,0.006917081,0.01827405,0.033975633,0.068341899,0.168363265,0.331905535,7.89565,0.9072707,1857.86,0.674111,3.42926E-06
AVESOL_clean,0.000808195,0.001361455,0.003357533,0.006731338,0.013630824,0.034161133,0.066949962,0.133720929,0.328989392,0.6413213,5.87217,0.954504021,2500.02,0.693111,6.81245E-06
AVESUR_clean,0.000456997,0.000920212,0.002232136,0.004532665,0.008732686,0.022532755,0.04413908,0.088390078,0.215683977,0.41808706,6.33732,1.184587218,1932.12,0.525251,4.44556E-06
AVETEC_clean,0.000739786,0.001525809,0.004115061,0.007825551,0.016044114,0.03920289,0.078891265,0.153164645,0.378631833,0.697878483,5.69318,1.19478905,1471.51271,0.524615,7.92590E-06
AVEVEE_clean,0.000165212,0.000360462,0.001016301,0.001777276,0.003499481,0.009171744,0.018058122,0.036952315,0.089519624,0.17373746,4.17515,1.604737445,495.775,0.309212,1.82335E-06
AVIHIY_clean,0.000306114,0.000574897,0.001579101,0.003020077,0.006443328,0.015552089,0.030980986,0.060987633,0.152791995,0.29252561,6.88379,1.621241435,969.06,0.35294,3.09620E-06
AVIMIC_clean,0.00021245,0.000385211,0.000887152,0.001895704,0.003789073,0.009055954,0.018289339,0.035710203,0.087963456,0.160084244,5.83174,1.518626707,395.202,0.265759,1.86934E-06
AVIMUO_clean,0.00044987,0.000668379,0.00209511,0.003830324,0.007763474,0.019357272,0.037834084,0.074324985,0.184067608,0.335153303,5.70679,1.240947582,640.7449757,0.397599,3.90208E-06
AVIPAX_clean,0.000733278,0.001158579,0.003365744,0.005939548,0.013008344,0.02961708,0.059556802,0.120037535,0.28102862,0.543835293,7.26399,0.963810321,1925.33,0.610286,6.10980E-06
AVIVAC_clean,0.000331022,0.000902503,0.001954903,0.004172126,0.008053827,0.020557712,0.041227847,0.082618082,0.203494182,0.392167325,11.84006,0.736521439,2422.6252,0.968053,4.14533E-06
AVIVOQ_clean,0.000518393,0.00092124,0.002145397,0.004125283,0.009012541,0.02091684,0.04279864,0.085903319,0.209880407,0.410011281,11.94166,0.709133985,2658.68,1.01785,4.30179E-06
AVUDAX_clean,0.000372629,0.000757961,0.001897019,0.003370596,0.006783536,0.017323001,0.034734925,0.066802167,0.167157855,0.329543522,5.88567,0.998153228,1606.86,0.575663,3.48190E-06
AWAGEL_clean,0.000224855,0.000644583,0.001371612,0.002578331,0.005681323,0.013836046,0.027544674,0.055898823,0.137663407,0.26783916,8.54501,0.990945649,1278.53,0.604476,2.77933E-06
AWAHAI_clean,0.000607148,0.001243136,0.002820204,0.00603126,0.011591221,0.028793252,0.052778647,0.097309184,0.192967683,0.326149467,12.74142,2.972372312,429.158,0.196947,5.22272E-06
AWAREV_clean,0.000233351,0.000567068,0.00142018,0.002875488,0.00550006,0.013451562,0.02765085,0.054734632,0.131334011,0.240130823,4.9083,1.874805832,387.757,0.243213,2.81857E-06
AWASEY_clean,0.0001827,0.000277201,0.000806402,0.001719904,0.002806657,0.007459218,0.015727988,0.030759825,0.084064254,0.159916439,12.05091,1.157714279,1646.54,0.620707,1.58468E-06
AWAWUR_clean,0.000406316,0.000718081,0.001862921,0.003383412,0.006989149,0.017402597,0.035868259,0.069347175,0.168616083,0.318827834,9.42427,0.982453344,1610.56,0.617434,3.42325E-06
AWEBIO_charged,2.87627E-05,7.35047E-05,0.000143813,0.000284431,0.000575254,0.001514835,0.002892248,0.005998619,0.015487111,0.030360617,3.92905,2.08108684,30.6907,0.180579,3.02758E-07
AWEGEP_clean,0.00015524,0.000296259,0.000852041,0.001718302,0.00314864,0.008602173,0.016287129,0.031389223,0.078155467,0.150635799,6.08144,2.157696013,653.78,0.265561,1.61801E-06
AWIBAK_clean,0.000087254,0.000237692,0.000550603,0.000977846,0.002018877,0.005099845,0.009393343,0.019550911,0.045829406,0.083435875,5.84822,1.535158288,207.2341,0.274108,9.95850E-07
AWIBIS_clean,7.06974E-05,0.000159069,0.000371161,0.000715811,0.00132263,0.003749907,0.00732307,0.012805062,0.034503265,0.064749958,5.87895,1.561013146,220.1527,0.267519,6.94400E-07
AWOFOI_clean,0.000629981,0.001145966,0.003383899,0.006713799,0.01204764,0.033814989,0.063526101,0.125222257,0.309242756,0.59782813,5.44554,1.319079883,1587.46,0.452892,6.41095E-06
AXINEA_clean,0.000450428,0.00081671,0.002410532,0.004251842,0.008642278,0.02169479,0.043429178,0.08614559,0.198821884,0.354189841,5.37744,1.389180893,470.214,0.322348,4.42808E-06
AXOHIE_clean,0.000301727,0.00059103,0.001494436,0.00286463,0.006039862,0.014702973,0.028630331,0.056772574,0.132479397,0.243300128,5.69113,1.291790937,443.412,0.369876,2.95504E-06
AXUDII04_clean,8.37988E-05,0.000163954,0.000546514,0.00093636,0.001810782,0.004517847,0.009458331,0.018184334,0.045659402,0.092109427,4.552,1.119812826,507.993,0.426322,9.13546E-07
AXUHAD_clean,0.000303571,0.000643389,0.001585817,0.003099139,0.006479195,0.016777943,0.032409567,0.06529941,0.160335152,0.320470945,9.91084,0.792394797,2023.49,0.795297,3.29690E-06
AXUHEH_clean,0.000543912,0.000838531,0.002248169,0.004836283,0.010085033,0.023818807,0.04789144,0.092981735,0.217134152,0.382664665,7.21454,1.064509669,962.545,0.465746,4.87523E-06
AYAWEE_clean,0.001077078,0.002100894,0.005497833,0.010764864,0.020979352,0.051652408,0.0968601,0.188470924,0.403436788,0.631067196,4.45454,1.385460007,294.422,0.290586,1.05517E-05
AYOQEM_clean,0.000279203,0.000706218,0.001543826,0.003416126,0.006651592,0.016563285,0.033758882,0.06745207,0.162397387,0.32865434,12.16451,0.774775377,2997.35,0.912006,3.32883E-06
AYOXUJ_clean,0.00021743,0.00032071,0.000842543,0.001815543,0.003527807,0.008425426,0.016312711,0.033446222,0.082368047,0.164442563,6.31092,1.113621729,743.833,0.442341,1.69588E-06
AYUPOZ_clean,0.000003199,0.000022393,5.43829E-05,0.000137557,0.000323099,0.000735769,0.001439548,0.002975066,0.007236128,0.01525281,4.01743,1.825405835,256.211,0.301518,1.45507E-07
AZAWAZ_clean,6.12166E-05,0.000113364,0.000310618,0.000682452,0.001378507,0.002938397,0.006112591,0.012125422,0.031240872,0.059815421,3.88927,2.792192408,115.141,0.169186,6.16092E-07
AZEWEH_clean,0.000157941,0.000300397,0.000665827,0.001508177,0.002985384,0.008240775,0.015778561,0.031086397,0.084547692,0.146804102,4.13891,2.44566354,205.7055,0.185711,1.48398E-06
AZILEA_clean,0.000399061,0.000730634,0.001748826,0.004219484,0.007687794,0.017963615,0.033465376,0.070058686,0.172115612,0.296100354,4.19485,1.784771598,88.1122,0.265244,3.95026E-06
AZILEC_clean,0.000350643,0.000619741,0.001622743,0.003302566,0.006405348,0.01687163,0.032740257,0.063315499,0.152293162,0.279755917,6.00977,1.225854326,692.515,0.39189,3.27127E-06
AZIMIH_clean,0.0005676,0.00123167,0.002927739,0.0055728,0.011237583,0.028238662,0.055869342,0.11127204,0.260052795,0.472754736,4.50158,1.45240222,670.754,0.372746,5.64563E-06
AZIVAI_clean,0.000445369,0.000957963,0.002344488,0.004949475,0.010033401,0.024856618,0.049183835,0.09829204,0.245843544,0.491871957,7.0547,0.68241816,3825.28,1.04774,5.02158E-06
BACMOH10_clean,0.000198254,0.000400473,0.000979374,0.002073735,0.003679591,0.009555833,0.018723089,0.037565131,0.091922358,0.169241342,3.65898,1.513721077,91.5585,0.288693,1.87627E-06
